b: {FlightNum: int,Origin: chararray,Dest: chararray,Diverted: int}
(4009,SLC,OKC,1)
(336,SFO,DFW,1)
(395,DTW,DEN,1)
(565,IAD,ABQ,1)
(749,ROC,ORD,1)
(751,SFO,SNA,1)
(1544,TPA,IAD,1)
(687,PHX,EWR,1)
(631,BWI,LAS,1)
(647,ATL,PHX,1)
(79,AUS,PHX,1)
(522,BDL,PHX,1)
(610,BOI,PHX,1)
(245,BOS,PHX,1)
(529,IAD,PHX,1)
(502,MCO,PHX,1)
(621,MKE,PHX,1)
(354,MSP,PHX,1)
(57,OAK,PHX,1)
(325,SFO,PHX,1)
(282,PHX,SJC,1)
(522,PHX,RNO,1)
(49,LAS,DCA,1)
(390,LAS,DFW,1)
(393,LAS,DFW,1)
(395,LAS,DFW,1)
(708,LAS,CLT,1)
(1053,PIT,CLT,1)
(716,TPA,DCA,1)
(810,CLT,DCA,1)
(1575,SYR,DCA,1)
(1611,PVD,DCA,1)
(1743,CMH,DCA,1)
(1781,MHT,DCA,1)
(1908,MCO,DCA,1)
(1926,PBI,DCA,1)
(2025,BOS,DCA,1)
(1417,PHL,LAX,1)
(1708,CLT,LGA,1)
(836,BOS,PHL,1)
(1676,MSY,PHL,1)
(1834,FLL,PHL,1)
(714,CLT,PVD,1)
(988,CLT,RIC,1)
(720,DCA,RSW,1)
(2297,ALB,MDW,1)
(1243,BHM,PHX,1)
(39,DAL,HOU,1)
(190,FLL,ISP,1)
(1713,CVG,ABQ,1)
(1814,ATL,ABQ,1)
(1734,HDN,ATL,1)
(587,ATL,ABQ,1)
(4121,ATL,MGM,1)
(4137,ATL,ATW,1)
(4264,ATL,ISP,1)
(4290,ATL,MDT,1)
(4298,CAE,CVG,1)
(4315,ATL,AUS,1)
(4321,CVG,ATW,1)
(4399,ATL,MLU,1)
(4402,ATL,MLU,1)
(4403,ATL,ILG,1)
(4535,ATL,MHT,1)
(4585,ATL,LFT,1)
(4588,ATL,AVL,1)
(4618,ATL,MSN,1)
(4747,MKE,ATL,1)
(4893,ATL,IAH,1)
(70,ATL,PHL,1)
(483,BOS,BWI,1)
(760,TPA,PHL,1)
(622,BOS,PHL,1)
(372,DFW,ATL,1)
(171,ATL,RSW,1)
(390,IND,RSW,1)
(609,RSW,BOS,1)
(657,HPN,RSW,1)
(770,LAS,ATL,1)
(633,MDW,RSW,1)
(893,MDW,DFW,1)
(162,RSW,ATL,1)
(3233,AEX,DFW,1)
(3240,LFT,DFW,1)
(3260,CLL,DFW,1)
(3263,DFW,ACT,1)
(3270,SPS,DFW,1)
(3276,ABI,DFW,1)
(3292,LFT,DFW,1)
(3323,DFW,MLU,1)
(3356,VPS,DFW,1)
(3360,PIT,DFW,1)
(3388,TYS,DFW,1)
(3397,DFW,HSV,1)
(3410,CAE,DFW,1)
(3432,AMA,DFW,1)
(3440,SJT,DFW,1)
(3494,SBA,DFW,1)
(3592,ROC,DFW,1)
(3592,ROC,DFW,1)
(3606,CLE,DFW,1)
(3634,JAN,DFW,1)
(3646,SGF,DFW,1)
(3646,SGF,DFW,1)
(3657,DFW,CAE,1)
(3658,GSO,DFW,1)
(3720,CVG,DFW,1)
(3720,CVG,DFW,1)
(3750,JAN,DFW,1)
(3778,TYS,DFW,1)
(3780,FWA,DFW,1)
(3828,PNS,DFW,1)
(3829,DFW,PNS,1)
(3830,PNS,DFW,1)
(3838,SAV,DFW,1)
(3851,DFW,BTR,1)
(3855,DFW,PNS,1)
(3864,SGF,DFW,1)
(3867,DFW,GRK,1)
(3872,SHV,DFW,1)
(3877,DFW,JAN,1)
(3877,DFW,JAN,1)
(3956,GRB,MQT,1)
(4024,ORD,OMA,1)
(4127,ORD,MSN,1)
(4245,MIA,CLT,1)
(4293,ORD,MDT,1)
(4301,ORD,HSV,1)
(4331,MQT,MSN,1)
(4331,MQT,MSN,1)
(4331,MQT,MSN,1)
(4331,MQT,MSN,1)
(4391,ORD,HSV,1)
(4409,DSM,ORD,1)
(4471,ORD,PNS,1)
(4471,ORD,PNS,1)
(4493,ORD,OMA,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4688,DCA,RDU,1)
(278,DTW,BOS,1)
(326,LAX,DTW,1)
(347,DTW,SFO,1)
(413,MSP,DFW,1)
(499,IND,MSP,1)
(528,DTW,LGA,1)
(1118,DTW,RSW,1)
(1192,LAS,DTW,1)
(1481,MSP,MSO,1)
(1563,SGF,MEM,1)
(5390,CVG,HPN,1)
(5199,CVG,MSN,1)
(5249,DTW,CVG,1)
(5220,RDU,JFK,1)
(5440,CVG,BWI,1)
(149,IAD,LAX,1)
(197,BOS,SFO,1)
(387,MIA,DFW,1)
(388,BUR,DFW,1)
(388,BUR,DFW,1)
(391,BOS,DFW,1)
(480,DFW,BNA,1)
(531,DCA,DFW,1)
(556,PHX,DFW,1)
(559,BOS,DFW,1)
(649,DFW,ABQ,1)
(689,MSY,DFW,1)
(690,MCO,DFW,1)
(691,ATL,DFW,1)
(845,JAX,DFW,1)
(1135,CLT,DFW,1)
(1157,DFW,SEA,1)
(1164,PSP,DFW,1)
(1195,DTW,DFW,1)
(1203,DFW,SNA,1)
(1286,OAK,DFW,1)
(1297,LGA,ATL,1)
(1304,SNA,DFW,1)
(1314,ONT,DFW,1)
(1391,MIA,IAH,1)
(1398,PDX,DFW,1)
(1424,SJC,DFW,1)
(1467,DFW,ELP,1)
(1467,MFE,DFW,1)
(1505,MCI,DFW,1)
(1559,DFW,MCO,1)
(1570,SNA,DFW,1)
(1599,BNA,DFW,1)
(1601,DFW,SNA,1)
(1607,IAD,DFW,1)
(1634,RDU,ORD,1)
(1664,PHX,DFW,1)
(1747,BDL,DFW,1)
(1827,BWI,DFW,1)
(1863,FLL,DFW,1)
(1876,TUS,DFW,1)
(1882,SMF,DFW,1)
(1912,DFW,SDF,1)
(1913,TPA,DFW,1)
(1945,MIA,DFW,1)
(2260,TUS,DFW,1)
(2282,MIA,JFK,1)
(2412,LAX,DFW,1)
(2442,LAX,DFW,1)
(2455,ORD,PHX,1)
(2511,MCI,DAL,1)
(67,SIT,JNU,1)
(291,LAX,SEA,1)
(62,ANC,JNU,1)
(437,DEN,SEA,1)
(677,LAS,SEA,1)
(217,LAX,SEA,1)
(66,YAK,JNU,1)
(70,ANC,JNU,1)
(66,CDV,YAK,1)
(62,JNU,SIT,1)
(470,OAK,SNA,1)
(64,PSG,WRG,1)
(139,ADK,AKN,1)
(141,ANC,FAI,1)
(362,PDX,SJC,1)
(515,BUR,SEA,1)
(62,JNU,SIT,1)
(66,JNU,SEA,1)
(605,LAS,PDX,1)
(143,FAI,BRW,1)
(61,JNU,YAK,1)
(60,JNU,KTN,1)
(1217,BOS,BUF,1)
(1062,AUS,JFK,1)
(358,BUR,JFK,1)
(1084,CLT,JFK,1)
(375,LGA,FLL,1)
(471,BOS,SJC,1)
(217,JFK,LGB,1)
(489,BOS,LGB,1)
(505,EWR,FLL,1)
(1070,RIC,JFK,1)
(483,BOS,LAS,1)
(350,BUR,JFK,1)
(352,BUR,JFK,1)
(354,BUR,JFK,1)
(1789,DTW,IAH,1)
(649,SFO,EWR,1)
(549,SFO,EWR,1)
(1703,LAX,EWR,1)
(1510,DEN,IAH,1)
(1827,SAN,EWR,1)
(359,DCA,IAH,1)
(4,MSY,IAH,1)
(1575,HDN,IAH,1)
(486,SJC,IAH,1)
(416,SFO,IAH,1)
(507,CLE,LAX,1)
(367,IAH,SEA,1)
(1136,DFW,EWR,1)
(333,LGA,IAH,1)
(1299,ATL,ROC,1)
(1126,ATL,LAX,1)
(984,ATL,EWR,1)
(1614,SLC,DCA,1)
(1792,TPA,BOS,1)
(780,DEN,ATL,1)
(1085,ATL,PDX,1)
(1199,ATL,PDX,1)
(1861,FLL,JFK,1)
(1809,ATL,RSW,1)
(1827,TPA,ATL,1)
(750,ATL,ABQ,1)
(1895,FLL,LGA,1)
(1860,SFO,CVG,1)
(1186,EGE,ATL,1)
(1734,HDN,ATL,1)
(1179,BOS,FLL,1)
(455,CVG,LAX,1)
(520,ATL,SLC,1)
(2474,LAS,RNO,1)
(2860,LAS,SAN,1)
(1098,LAS,ONT,1)
(1531,LAS,ONT,1)
(1528,PHX,LIT,1)
(733,PHX,ONT,1)
(3230,ELP,PHX,1)
(247,STL,SLC,1)
(1746,AMA,DAL,1)
(158,BNA,MCI,1)
(1224,DEN,MCI,1)
(490,LAX,MCI,1)
(49,LBB,DAL,1)
(2013,LIT,STL,1)
(98,MCI,DAL,1)
(818,TPA,STL,1)
(754,ABQ,LBB,1)
(1247,ABQ,MCI,1)
(691,AUS,LBB,1)
(1124,BNA,MCI,1)
(2534,BUR,LAS,1)
(344,SMF,MCI,1)
(1098,STL,MCI,1)
(929,MCI,OKC,1)
(794,SAN,MCI,1)
(1436,SEA,MCI,1)
(15,ABQ,DAL,1)
(1610,HOU,AUS,1)
(2188,HOU,AUS,1)
(229,LAX,SJC,1)
(1074,LBB,AUS,1)
(2996,LIT,DAL,1)
(2340,LAS,OKC,1)
(2765,PHX,CLE,1)
(605,PHX,PDX,1)
(756,LAX,MCI,1)
(2875,BNA,PHX,1)
(2888,PDX,PHX,1)
(2761,SJC,PHX,1)
(2358,MCO,ABQ,1)
(1011,LAS,MCI,1)
(447,TPA,MDW,1)
(1739,SEA,SMF,1)
(1471,PHX,ABQ,1)
(2848,IAH,GPT,1)
(2119,IAH,TUL,1)
(3212,IAH,SAV,1)
(2603,IAH,HRL,1)
(2628,IAH,OKC,1)
(2556,EWR,OKC,1)
(2506,IAH,PNS,1)
(3044,CLE,DFW,1)
(2794,EWR,MEM,1)
(3259,IAH,VPS,1)
(2711,IAH,PNS,1)
(2331,IAH,MAF,1)
(2582,IAH,OKC,1)
(2602,PWM,EWR,1)
(2530,ORF,IAH,1)
(2751,EWR,CHS,1)
(2711,IAH,PNS,1)
(2588,ROC,EWR,1)
(2849,GPT,IAH,1)
(2506,IAH,PNS,1)
(2414,CLE,BTV,1)
(2632,IAH,ONT,1)
(2072,IAH,BRO,1)
(3068,PIT,EWR,1)
(2088,ALB,EWR,1)
(3034,IAH,MLU,1)
(2620,IAH,CRW,1)
(2986,CLE,PHL,1)
(2247,IAH,ORD,1)
(7125,MYR,IAD,1)
(7422,PIT,ORD,1)
(2923,SBA,PHX,1)
(7156,GSP,ORD,1)
(7139,ORD,GSP,1)
(7482,ORD,GSP,1)
(7061,DEN,GUC,1)
(2711,AUS,PHX,1)
(2834,SNA,PHX,1)
(2992,TEX,PHX,1)
(7047,DEN,ASE,1)
(2950,PHX,ASE,1)
(7165,MDT,ORD,1)
(7118,IAD,PWM,1)
(2709,PHX,FAT,1)
(5119,JAX,PNS,1)
(5677,CVG,ROA,1)
(4959,CVG,CLT,1)
(5279,CVG,DEN,1)
(5279,CVG,DEN,1)
(5289,CVG,DEN,1)
(5065,CVG,DFW,1)
(5038,CVG,AVP,1)
(5452,CVG,ABE,1)
(5567,DCA,BTR,1)
(5412,BWI,BOS,1)
(5196,LGA,GSO,1)
(6796,COS,RFD,1)
(3747,HLN,TWF,1)
(3861,DSM,PIH,1)
(3877,SLC,LAX,1)
(6703,DEN,TUL,1)
(4078,SLC,BIL,1)
(6717,DEN,LAX,1)
(6335,SFO,EUG,1)
(4060,GEG,TWF,1)
(5868,ORD,ROA,1)
(3837,SLC,PSC,1)
(3990,SLC,SEA,1)
(6723,DEN,BOI,1)
(3699,EKO,PIH,1)
(3710,SGU,TWF,1)
(3764,LGB,GJT,1)
(3774,PSC,OGD,1)
(3794,OKC,GJT,1)
(3882,GJT,TWF,1)
(3947,OAK,TWF,1)
(3953,TUL,GJT,1)
(3956,SMF,IDA,1)
(3960,RAP,TWF,1)
(3965,BLI,TWF,1)
(3972,ONT,TWF,1)
(3978,SBA,IDA,1)
(6683,DEN,TWF,1)
(4010,BOI,TWF,1)
(3772,SLC,PIH,1)
(3800,IDA,PIH,1)
(212,SAN,ORD,1)
(230,DEN,DSM,1)
(280,SFO,ATL,1)
(372,SAN,DEN,1)
(373,BTV,ORD,1)
(458,DEN,EWR,1)
(464,SFO,DFW,1)
(571,SFO,BUR,1)
(723,DEN,SJC,1)
(971,DEN,LAX,1)
(1121,CLT,DEN,1)
(1439,DEN,ONT,1)
(1575,ORD,LAS,1)
(1616,PBI,IAD,1)
(1674,SJU,ORD,1)
(1676,SJU,ORD,1)
(372,IND,PHX,1)
(504,TPA,PHX,1)
(544,PHX,DFW,1)
(42,PHX,DCA,1)
(180,PHX,SAN,1)
(430,PHL,LAS,1)
(1267,BOS,CLT,1)
(1502,MIA,CLT,1)
(1855,SYR,CLT,1)
(725,PIT,LAS,1)
(1597,PHL,LAX,1)
(1597,PHL,LAX,1)
(1597,PHL,LAX,1)
(1597,PHL,LAX,1)
(1597,PHL,LAX,1)
(1597,PHL,LAX,1)
(974,CLT,LGA,1)
(759,SYR,PHL,1)
(1005,ORD,PHL,1)
(1222,PVD,PHL,1)
(1571,RIC,PHL,1)
(1607,PIT,PHL,1)
(1625,CLT,SEA,1)
(1625,CLT,SEA,1)
(1625,CLT,SEA,1)
(1625,CLT,SEA,1)
(1625,CLT,SEA,1)
(1625,CLT,SEA,1)
(939,PHL,SFO,1)
(939,PHL,SFO,1)
(939,PHL,SFO,1)
(939,PHL,SFO,1)
(1480,TPA,BDL,1)
(1092,LGA,CVG,1)
(406,LAX,BDL,1)
(450,SLC,CLE,1)
(1601,ONT,ATL,1)
(1621,LAX,SLC,1)
(1678,CVG,SLC,1)
(535,ATL,SRQ,1)
(1514,SEA,JFK,1)
(605,ATL,DCA,1)
(774,LAS,ATL,1)
(4238,BTR,ATL,1)
(4295,ATL,JAN,1)
(4351,ATL,TUL,1)
(4352,ATL,CRW,1)
(4401,ATL,MFE,1)
(4401,ATL,MFE,1)
(4436,PVD,ATL,1)
(4440,TOL,ATL,1)
(4443,ATL,ROA,1)
(4458,MEM,ATL,1)
(4490,ATL,OKC,1)
(4490,ATL,OKC,1)
(4537,CVG,DFW,1)
(4646,ATL,CHO,1)
(4647,ALB,ATL,1)
(4678,ATL,FNT,1)
(4694,ATL,TLH,1)
(4695,ATL,MYR,1)
(4697,MYR,ATL,1)
(4733,ATL,OKC,1)
(4752,MLI,ATL,1)
(641,BWI,DEN,1)
(424,DEN,ATL,1)
(514,DEN,LGA,1)
(671,FLL,HPN,1)
(1590,ATL,GPT,1)
(113,ATL,DFW,1)
(680,FLL,HPN,1)
(663,PBI,HPN,1)
(390,IND,RSW,1)
(426,PNS,ATL,1)
(510,FLL,BOS,1)
(1593,GPT,ATL,1)
(3011,LAX,FAT,1)
(3221,DFW,LFT,1)
(3244,LFT,DFW,1)
(3269,DFW,MLU,1)
(3404,BTR,DFW,1)
(3443,AUS,DAL,1)
(3443,AUS,DAL,1)
(3451,DFW,CMI,1)
(3484,CHS,DFW,1)
(3508,CHS,DFW,1)
(3542,CID,DFW,1)
(3605,DFW,PNS,1)
(3605,DFW,PNS,1)
(3605,DFW,PNS,1)
(3682,SDF,DFW,1)
(3763,DFW,SGF,1)
(3806,EVV,DFW,1)
(3815,DFW,SAV,1)
(3829,DFW,PNS,1)
(3829,DFW,PNS,1)
(3833,DFW,PNS,1)
(3855,DFW,PNS,1)
(3855,DFW,PNS,1)
(3855,DFW,PNS,1)
(3889,DFW,PNS,1)
(3889,DFW,PNS,1)
(3902,FNT,ORD,1)
(3909,TYS,ORD,1)
(3998,ORD,OKC,1)
(3998,ORD,OKC,1)
(4021,ORD,SWF,1)
(4090,ORD,OKC,1)
(4175,ORD,DSM,1)
(4221,ORD,CLE,1)
(4407,MIA,CLE,1)
(4410,LEX,ORD,1)
(4412,ORD,HPN,1)
(4412,ORD,HPN,1)
(4414,ORD,HPN,1)
(4435,CID,ORD,1)
(4471,ORD,PNS,1)
(4583,BOS,STL,1)
(4583,BOS,STL,1)
(4611,JFK,BOS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4834,LGA,XNA,1)
(4834,LGA,XNA,1)
(4834,LGA,XNA,1)
(4872,PIT,LGA,1)
(316,LAX,MSP,1)
(388,MEM,GPT,1)
(649,DTW,MSN,1)
(697,DTW,DFW,1)
(702,DTW,TVC,1)
(708,FCA,GTF,1)
(932,MEM,ORD,1)
(935,MEM,GPT,1)
(1260,MEM,PHL,1)
(1271,MSP,BZN,1)
(5418,JAX,LGA,1)
(5028,JAX,JFK,1)
(5661,CVG,ABE,1)
(5563,RDU,JFK,1)
(5223,BOS,BNA,1)
(2864,DTW,SWF,1)
(4786,IND,BOS,1)
(2931,DTW,MLI,1)
(5864,DSM,DTW,1)
(5969,MEM,SGF,1)
(5921,MEM,OKC,1)
(2904,GRR,DCA,1)
(4740,MSN,DCA,1)
(160,SAN,JFK,1)
(388,BUR,DFW,1)
(691,ATL,DFW,1)
(1022,ONT,DFW,1)
(1022,ONT,DFW,1)
(1047,LGA,MIA,1)
(1119,DFW,COS,1)
(1119,DFW,COS,1)
(1120,LAS,DFW,1)
(1398,PDX,DFW,1)
(1402,MIA,LGA,1)
(1470,DFW,CLT,1)
(1490,LAX,DEN,1)
(1782,SAN,DFW,1)
(1782,SAN,DFW,1)
(1856,LAS,DFW,1)
(1860,DEN,MIA,1)
(1925,MSP,DFW,1)
(1926,TUS,ORD,1)
(1926,TUS,ORD,1)
(1962,IAH,DFW,1)
(2034,BUR,DFW,1)
(2034,BUR,DFW,1)
(2034,BUR,DFW,1)
(2222,RSW,ORD,1)
(2330,ORD,PSP,1)
(2414,AUS,ORD,1)
(2511,MCI,DAL,1)
(139,ADK,AKN,1)
(327,SNA,PDX,1)
(433,SNA,OAK,1)
(69,SEA,KTN,1)
(575,SAN,SEA,1)
(313,SJC,PDX,1)
(547,SAN,SEA,1)
(515,BUR,SEA,1)
(70,ANC,JNU,1)
(67,SIT,JNU,1)
(67,SEA,KTN,1)
(64,JNU,PSG,1)
(94,FAI,ANC,1)
(282,SEA,LAX,1)
(65,WRG,PSG,1)
(61,SEA,JNU,1)
(62,SIT,KTN,1)
(151,OTZ,OME,1)
(73,SIT,JNU,1)
(70,ANC,JNU,1)
(64,WRG,KTN,1)
(64,JNU,PSG,1)
(64,ANC,JNU,1)
(477,BOS,OAK,1)
(481,BOS,LGB,1)
(489,BOS,LGB,1)
(477,BOS,OAK,1)
(173,JFK,SJC,1)
(481,BOS,LGB,1)
(350,BUR,JFK,1)
(354,BUR,JFK,1)
(358,BUR,JFK,1)
(95,JFK,OAK,1)
(350,BUR,JFK,1)
(351,JFK,BUR,1)
(481,BOS,LGB,1)
(489,BOS,LGB,1)
(740,PSE,JFK,1)
(1061,JFK,HOU,1)
(372,FLL,JFK,1)
(1620,EWR,EGE,1)
(657,PHL,IAH,1)
(1889,IAH,SMF,1)
(1530,IAH,HDN,1)
(1702,IAH,EGE,1)
(150,IAH,ONT,1)
(1065,IAH,PDX,1)
(1034,PHX,EWR,1)
(1747,IAH,SJC,1)
(810,MIA,LGA,1)
(1215,SLC,MCO,1)
(1483,CVG,PDX,1)
(637,BWI,ATL,1)
(773,DCA,ATL,1)
(908,IAH,ATL,1)
(943,DFW,ATL,1)
(1405,MKE,ATL,1)
(1425,ORF,ATL,1)
(1461,TPA,ATL,1)
(1687,LGA,ATL,1)
(497,MIA,ATL,1)
(717,CVG,SEA,1)
(1077,ATL,DFW,1)
(1185,ATL,EGE,1)
(373,BDL,LAX,1)
(1116,CVG,MCO,1)
(1482,FLL,LGA,1)
(783,ATL,PNS,1)
(1467,MCO,BDL,1)
(1590,ATL,GPT,1)
(1833,LGA,PBI,1)
(1119,ATL,PSP,1)
(1076,SJC,PHX,1)
(1598,ABQ,OAK,1)
(233,AMA,DAL,1)
(1988,SAN,LAS,1)
(2102,SJC,SEA,1)
(447,PBI,TPA,1)
(472,BDL,PHL,1)
(2160,BDL,PHL,1)
(2352,BNA,MDW,1)
(566,BWI,CLE,1)
(1208,BWI,IND,1)
(405,BWI,MDW,1)
(484,BWI,MDW,1)
(2089,BWI,PHX,1)
(2043,BWI,STL,1)
(259,CLE,MDW,1)
(313,CLE,MDW,1)
(296,CMH,MDW,1)
(658,CMH,MDW,1)
(1026,DEN,MDW,1)
(1774,ISP,MDW,1)
(2467,ISP,MDW,1)
(1211,JAX,BWI,1)
(1884,JAX,PHL,1)
(1096,LAS,BUF,1)
(304,LAS,MDW,1)
(502,LAS,MDW,1)
(1325,LAS,MDW,1)
(1734,MDW,PHX,1)
(2848,MHT,PHL,1)
(102,OMA,MDW,1)
(2628,OMA,MDW,1)
(2684,OMA,MDW,1)
(2847,ORF,BWI,1)
(1282,PBI,BWI,1)
(1667,PDX,BOI,1)
(638,PDX,MDW,1)
(1534,PHX,MDW,1)
(278,PVD,BWI,1)
(1957,PVD,BWI,1)
(2189,PVD,BWI,1)
(2290,PVD,BWI,1)
(185,PVD,PHL,1)
(317,PVD,PHL,1)
(262,RDU,PHL,1)
(2556,RSW,MDW,1)
(2034,SLC,MDW,1)
(1636,DAL,ABQ,1)
(916,IND,PHX,1)
(2711,STL,PHX,1)
(1149,TPA,PHX,1)
(317,PVD,PHL,1)
(1715,BDL,MDW,1)
(756,LAX,MCI,1)
(583,OAK,HOU,1)
(359,PHX,LAX,1)
(626,PHX,PHL,1)
(571,PIT,MDW,1)
(267,BDL,LAS,1)
(2160,BDL,PHL,1)
(1492,BWI,MCO,1)
(866,FLL,MDW,1)
(2162,PVD,PHL,1)
(791,MDW,HOU,1)
(2088,MDW,PVD,1)
(1967,MDW,RSW,1)
(247,STL,SLC,1)
(2394,IAH,DFW,1)
(2667,SDF,IAH,1)
(2371,MSY,CLE,1)
(2785,GRR,CLE,1)
(3004,PVD,EWR,1)
(2234,EWR,DAY,1)
(3123,CLT,IAH,1)
(2960,CLT,IAH,1)
(2993,EWR,MSP,1)
(2622,BUF,EWR,1)
(2949,RDU,IAH,1)
(2854,BNA,IAH,1)
(2636,CLE,MDW,1)
(2456,IND,IAH,1)
(2706,EWR,CVG,1)
(2011,IAH,RDU,1)
(3054,ROC,CLE,1)
(2668,CLE,ALB,1)
(2698,IAH,HRL,1)
(3032,BWI,CLE,1)
(2344,IAH,AMA,1)
(2710,ORF,IAH,1)
(3094,ALB,CLE,1)
(2654,RDU,EWR,1)
(2716,MDT,CLE,1)
(2568,IAH,DSM,1)
(2640,EWR,GRR,1)
(2749,LAS,SBP,1)
(7032,EGE,DEN,1)
(2704,FAT,PHX,1)
(7188,ORD,CAE,1)
(7259,ORF,ORD,1)
(7152,CLT,IAD,1)
(2991,PHX,TEX,1)
(2973,PHX,RNO,1)
(7334,CHS,IAD,1)
(7140,GSP,IAD,1)
(1714,MSP,TVC,1)
(4989,CVG,SAT,1)
(5607,BOS,JAX,1)
(5607,BOS,JAX,1)
(5390,CVG,HPN,1)
(5008,RSW,CMH,1)
(5564,CVG,BOS,1)
(5069,JAX,JFK,1)
(5395,IND,JFK,1)
(5008,RSW,CMH,1)
(5383,BGR,CVG,1)
(5199,HPN,CVG,1)
(5235,IAD,CVG,1)
(5111,MHT,CVG,1)
(4995,MDT,CVG,1)
(5303,ABE,CVG,1)
(5657,BOS,MDW,1)
(5047,GRR,CVG,1)
(5152,ROC,CVG,1)
(4935,GSO,CVG,1)
(5131,LGA,CMH,1)
(5118,TUL,CVG,1)
(5070,BUF,CVG,1)
(5155,RSW,CVG,1)
(5487,JFK,CMH,1)
(5305,MCO,RDU,1)
(5209,BOS,DCA,1)
(5054,CVG,ALB,1)
(5494,LEX,ATL,1)
(5112,CVG,DCA,1)
(5636,PBI,CVG,1)
(5089,BWI,CVG,1)
(5190,CVG,MKE,1)
(5093,PIT,JFK,1)
(5750,CLD,SNA,1)
(3784,SLC,GTF,1)
(3837,SLC,SEA,1)
(6625,DEN,HLN,1)
(6735,DEN,IDA,1)
(6548,MKE,LNK,1)
(6635,BIS,SLC,1)
(6646,BZN,GJT,1)
(6658,ELP,GJT,1)
(6674,FAT,MTJ,1)
(6681,XNA,CYS,1)
(6682,SBA,DRO,1)
(6689,RFD,GJT,1)
(6711,SGF,MTJ,1)
(6722,PSC,MTJ,1)
(6654,MEM,COS,1)
(3837,SLC,SEA,1)
(6625,DEN,BIL,1)
(3786,SLC,CPR,1)
(6339,SLC,SMF,1)
(6673,RFD,COS,1)
(5941,ORD,MSN,1)
(6734,MSO,HLN,1)
(5793,CIC,SMF,1)
(6363,MFR,SMF,1)
(6389,SLC,MRY,1)
(6525,LAX,FAT,1)
(3710,SGU,PIH,1)
(6757,DEN,GJT,1)
(5854,IAH,MLI,1)
(3810,SLC,MTJ,1)
(3884,SLC,OMA,1)
(5806,ORD,SBN,1)
(3863,PSC,TWF,1)
(4,SFO,JFK,1)
(5,JFK,SFO,1)
(56,LAX,BWI,1)
(191,MSY,LAX,1)
(193,PHL,LAX,1)
(201,BOS,IAD,1)
(224,SFO,IAD,1)
(262,SEA,IAD,1)
(267,PHL,DEN,1)
(329,DEN,SAN,1)
(364,DEN,MSP,1)
(511,DEN,SNA,1)
(514,DEN,DFW,1)
(587,SFO,SNA,1)
(717,PHL,ORD,1)
(781,DEN,LAX,1)
(1405,MCO,DEN,1)
(1570,TPA,IAD,1)
(1997,BOS,CLT,1)
(1219,BWI,CLT,1)
(12,PHX,JFK,1)
(1809,PVD,CLT,1)
(294,ORD,PHX,1)
(45,PHX,KOA,1)
(146,PHX,LIH,1)
(1403,PHL,FLL,1)
(1223,CMH,DCA,1)
(1908,MCO,DCA,1)
(1660,MCO,PHL,1)
(3,PHX,ORD,1)
(720,PVD,DCA,1)
(1879,BWI,PHL,1)
(966,CLT,BOS,1)
(1979,CLT,SRQ,1)
(648,LAS,CMH,1)
(1492,PHL,CMH,1)
(1597,PHL,LAX,1)
(1625,CLT,SEA,1)
(1239,PHL,DFW,1)
(351,PHX,MSP,1)
(993,PHL,SFO,1)
(564,LAS,MCO,1)
(2163,LGA,DCA,1)
(873,JAX,LAX,1)
(1674,ATL,MSP,1)
(450,SLC,CLE,1)
(960,ATL,DFW,1)
(588,ATL,SNA,1)
(1148,SEA,SLC,1)
(1287,JFK,TPA,1)
(1185,ATL,EGE,1)
(4234,MCI,CVG,1)
(4283,CVG,IAH,1)
(4328,ATL,GRR,1)
(4352,ATL,CRW,1)
(4634,ATL,ROC,1)
(4772,MGM,CVG,1)
(4782,OMA,CVG,1)
(4785,ATL,MLI,1)
(727,DCA,DEN,1)
(537,DEN,MDW,1)
(727,DCA,DEN,1)
(238,DTW,FLL,1)
(253,ATL,FNT,1)
(880,ATL,MDW,1)
(28,FLL,ATL,1)
(276,ATL,BOS,1)
(32,MDW,MSP,1)
(58,ATL,IAD,1)
(3177,SJC,SAN,1)
(3189,SJC,SNA,1)
(3282,LAW,DFW,1)
(3378,GPT,DFW,1)
(3417,DFW,SJT,1)
(3418,CRP,DFW,1)
(3474,CHS,DFW,1)
(3488,PIT,DFW,1)
(3492,SHV,DFW,1)
(3518,PIT,DFW,1)
(3521,DFW,FSM,1)
(3610,GSP,DFW,1)
(3610,GSP,DFW,1)
(3635,DFW,CLE,1)
(3658,GSO,DFW,1)
(3658,GSO,DFW,1)
(3720,CVG,DFW,1)
(3826,CAE,DFW,1)
(3838,SAV,DFW,1)
(3838,SAV,DFW,1)
(3901,MIA,CMH,1)
(4070,ORD,MDT,1)
(4131,ORD,CLE,1)
(4267,ORD,EVV,1)
(4342,ORD,CMH,1)
(4358,ORD,TOL,1)
(4364,CHA,ORD,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4647,RDU,AUS,1)
(4688,RDU,AUS,1)
(4688,RDU,AUS,1)
(4688,RDU,AUS,1)
(4688,RDU,AUS,1)
(4688,RDU,AUS,1)
