flightnum,origin,dest
990,BUR,LAS
1224,DEN,MCI
40,HOU,DAL
1459,HOU,OKC
1057,HOU,STL
1075,HOU,TUL
490,LAX,MCI
49,LBB,DAL
2013,LIT,STL
98,MCI,DAL
929,MCI,OKC
138,MCI,TUL
2554,MCO,MCI
2169,MCO,STL
2817,MDW,MCI
432,MDW,STL
1844,OMA,STL
149,PHX,STL
1436,SEA,MCI
818,TPA,STL
754,ABQ,LBB
1247,ABQ,MCI
691,AUS,LBB
1124,BNA,MCI
2534,BUR,LAS
222,DAL,LBB
2405,DAL,MCI
124,DAL,TUL
207,DEN,MCI
2025,HOU,OKC
630,LAS,LBB
1123,LAS,MCI
1398,LAS,PHL
258,LAX,MCI
929,MCI,OKC
2169,MCO,STL
742,MDW,MCI
804,MDW,MCI
1699,MDW,MCI
108,PDX,MCI
1054,PDX,SMF
149,PHX,STL
1759,PHX,TUL
344,SMF,MCI
1098,STL,MCI
2722,TPA,STL
111,ABQ,LBB
1247,ABQ,MCI
241,AMA,DAL
2509,AUS,DAL
842,AUS,LBB
1756,AUS,LBB
158,BNA,MCI
190,FLL,ISP
6,HOU,DAL
10,HOU,DAL
16,HOU,DAL
1744,HOU,OKC
1075,HOU,TUL
2493,LAS,LBB
198,LAS,TUL
490,LAX,MCI
1637,LAX,MCI
2469,LAX,MDW
929,MCI,OKC
2400,MCO,ISP
2485,MDW,ISP
138,MDW,MCI
781,MDW,MCI
1638,OAK,MCI
794,SAN,MCI
1436,SEA,MCI
344,SMF,MCI
1315,STL,MCI
2584,STL,MCI
771,TPA,MCI
1459,MCI,MDW
1416,MCO,MDW
786,SJC,MDW
180,HRL,SAT
1520,PHX,AUS
788,PHX,SAT
15,ABQ,DAL
2529,DAL,AUS
184,DAL,SAT
1737,DAL,SAT
1359,ELP,AUS
1610,HOU,AUS
2188,HOU,AUS
12,HOU,DAL
16,HOU,DAL
18,HOU,DAL
229,LAX,SJC
1074,LBB,AUS
2996,LIT,DAL
2720,MAF,AUS
1496,MCI,LAS
188,TUL,DAL
2340,LAS,OKC
1880,PHX,OKC
8,DAL,ELP
815,MHT,LAS
2765,PHX,CLE
605,PHX,PDX
222,DAL,LBB
756,LAX,MCI
2359,MDW,DEN
309,PHX,MDW
336,SAN,MCI
2875,BNA,PHX
1663,BUR,OAK
2888,PDX,PHX
2320,BDL,PHL
317,PVD,PHL
2761,SJC,PHX
2351,ABQ,HOU
2072,HOU,TPA
2358,MCO,ABQ
816,PVD,MDW
1615,BNA,PHL
1011,LAS,MCI
447,TPA,MDW
367,BNA,LAX
499,BWI,SLC
1402,GEG,SLC
2942,LAS,SLC
2278,LAS,SMF
2024,PHX,SLC
2491,PHX,SMF
1739,SEA,SMF
1952,MCI,ABQ
1471,PHX,ABQ
35,HOU,HRL
39,HOU,HRL
2016,PHX,CMH
2514,CLE,PHL
2418,IAH,MLU
2848,IAH,GPT
2119,IAH,TUL
2632,IAH,ONT
3135,EWR,BTV
2548,RIC,EWR
2464,CLE,ATL
3024,CLE,MSP
2356,IAH,BFL
2093,SAT,CLE
3212,IAH,SAV
2923,IAH,DAL
2577,CLE,ABE
2250,DAY,CLE
2603,IAH,HRL
3009,EWR,MKE
2628,IAH,OKC
2482,IAH,GPT
2805,CLE,ABE
2556,EWR,OKC
2525,IAH,GPT
2506,IAH,PNS
3188,CLT,IAH
3090,IAH,DFW
2009,IAH,PNS
3062,IAH,MAF
2256,AVL,EWR
3044,CLE,DFW
2794,EWR,MEM
2654,RDU,EWR
2009,IAH,PNS
2941,RDU,IAH
2421,ALB,CLE
3068,EWR,CLT
2609,EWR,MKE
3006,BTR,IAH
3259,IAH,VPS
2711,IAH,PNS
2331,IAH,MAF
2582,IAH,OKC
2341,IAH,MLU
2602,PWM,EWR
2530,ORF,IAH
2839,IAH,XNA
2901,ORF,IAH
2368,CLE,MHT
2751,EWR,CHS
2711,IAH,PNS
2978,IAH,HRL
3063,IAH,PSP
3267,GSO,IAH
2807,IAH,PNS
2711,IAH,PNS
3121,IAH,CLT
2519,DFW,CLE
2711,IAH,PNS
2588,ROC,EWR
2849,GPT,IAH
2512,CLE,MCI
2506,IAH,PNS
2414,CLE,BTV
2016,IAH,LCH
2506,IAH,PNS
2949,RDU,IAH
2148,IAH,MGM
2698,GSP,IAH
2632,IAH,ONT
2072,IAH,BRO
2292,EWR,GSO
2008,IAH,BFL
3068,PIT,EWR
2987,ALB,EWR
3116,EWR,MSY
2181,EWR,OKC
2222,IAH,VPS
2506,IAH,PNS
2418,IAH,MLU
2088,ALB,EWR
2537,IAH,DAL
3034,IAH,MLU
2620,IAH,CRW
3159,CMH,IAH
2750,IAH,SLC
2986,CLE,PHL
2710,ORF,IAH
2697,CLE,DFW
2933,CLE,HPN
2247,IAH,ORD
2280,IAH,LBB
2009,IAH,PNS
7152,CLT,IAD
7304,JAX,IAD
7125,MYR,IAD
2709,PHX,FAT
7422,PIT,ORD
2923,SBA,PHX
7156,GSP,ORD
2671,CLT,PNS
7139,ORD,GSP
7482,ORD,GSP
7236,IAD,MCI
2950,PHX,ASE
2758,PHX,ONT
7480,BHM,ORD
7229,ORD,JAX
7472,ORD,JAX
2676,BNA,CLT
2633,DTW,CLT
7133,IAD,CLT
2624,IND,CLT
2645,MHT,CLT
7410,ORD,CLT
2619,ORF,CLT
2816,PHX,DSM
2944,MEM,PHX
2864,PHX,MFR
2830,LAS,TUS
7061,DEN,GUC
2945,LAS,EUG
2950,PHX,ASE
2701,FAT,PHX
7159,IAD,CLE
2711,AUS,PHX
2834,SNA,PHX
2992,TEX,PHX
7047,DEN,ASE
7317,IAD,SAV
2950,PHX,ASE
2984,LAS,SLC
2945,LAS,EUG
7165,MDT,ORD
2985,PHX,SLC
7471,RDU,ORD
7146,CHS,ORD
7118,IAD,PWM
2709,PHX,FAT
4964,BUF,JFK
5028,JAX,JFK
5119,JAX,PNS
4935,CVG,MCI
5341,ATL,ROA
5635,DAY,ATL
5547,TTN,ATL
5677,CVG,ROA
4959,CVG,CLT
5279,CVG,DEN
5332,CVG,HPN
5473,CVG,JAX
5316,FSD,CVG
5199,HPN,CVG
5279,CVG,DEN
5289,CVG,DEN
4999,CVG,DEN
5065,CVG,DFW
5289,CVG,DEN
5207,BOS,DCA
5342,DSM,CVG
5038,CVG,AVP
5632,CVG,ABE
5659,BOS,MDW
5452,CVG,ABE
5350,RDU,LGA
5567,DCA,BTR
5440,SRQ,CVG
5694,BHM,LGA
5531,CLT,LGA
5418,JAX,LGA
5385,LGA,CHS
5260,JAX,CVG
5095,AVP,CVG
5094,BWI,CVG
5058,MYR,CVG
5071,CHO,CVG
5207,BOS,DCA
5162,RDU,LGA
5389,CHA,CVG
5018,CVG,ATW
5643,CMH,RSW
5306,CVG,CHO
5412,BWI,BOS
5222,SAV,CVG
4963,CVG,MDT
5425,JAX,LGA
5196,LGA,GSO
5120,BHM,LGA
5269,CMH,LGA
5192,DCA,CMH
6622,DEN,CDC
6695,DEN,ABQ
5849,MEM,PIA
6183,SFO,MFR
6256,SFO,SMX
6796,COS,RFD
3704,SGU,PIH
3712,SLC,TWF
3747,HLN,TWF
3830,BZN,TWF
3861,DSM,PIH
3877,SLC,LAX
6703,DEN,TUL
3761,SLC,LAX
6102,LAX,SNA
6277,DEN,GJT
6712,IDA,GJT
6914,ORD,SDF
3983,SLC,SEA
3990,SLC,PDX
4078,SLC,BIL
6765,DEN,BIL
3868,DEN,GJT
4014,MKE,TWF
4045,SEA,TWF
6697,DEN,TWF
6978,SGF,RFD
3871,MSO,IDA
4022,SLC,GJT
6717,DEN,LAX
3844,SLC,TUL
5945,ORD,TUL
6791,ORD,XNA
6335,SFO,EUG
5781,SMF,CEC
6981,ORD,STL
3681,SUN,PIH
3748,PSP,GJT
3822,MRY,PIH
3844,PSC,PIH
3920,HLN,PIH
4060,GEG,TWF
5868,ORD,ROA
3837,SLC,PSC
3932,SLC,SEA
3963,SLC,MSO
3990,SLC,SEA
6723,DEN,BOI
3699,EKO,PIH
3710,SGU,TWF
3714,EKO,PIH
3764,LGB,GJT
3774,PSC,OGD
3794,OKC,GJT
3829,GEG,TWF
3882,GJT,TWF
3906,SFO,TWF
3908,FCA,PIH
3924,SAT,PVU
3936,ONT,GJT
3947,OAK,TWF
3953,TUL,GJT
3956,SMF,IDA
3960,RAP,TWF
3965,BLI,TWF
3972,ONT,TWF
3978,SBA,IDA
3989,ABQ,GJT
3992,IDA,OGD
4009,BZN,TWF
4029,HDN,PIH
4035,STL,GJT
4036,SEA,OGD
4041,LAS,PIH
4046,MSP,IDA
4074,BZN,PIH
6683,DEN,TWF
3787,BIL,PIH
3907,PSC,TWF
4010,BOI,TWF
4074,BZN,PIH
3789,RAP,PIH
3844,PSC,PIH
3903,FCA,TWF
3978,SBA,TWF
4074,BZN,PIH
3996,SLC,PIH
3772,SLC,PIH
3800,IDA,PIH
3888,SLC,PIH
6538,DEN,PIH
3,ORD,OGG
43,DEN,HNL
50,OGG,LAX
68,LIH,LAX
84,LAX,ORD
116,LAX,ORD
170,BOS,LAX
187,PHL,SFO
212,SAN,ORD
230,DEN,DSM
233,IAD,LAX
248,DEN,ORD
280,SFO,ATL
281,ORD,GEG
290,SMF,IAD
334,SMF,ORD
372,SAN,DEN
373,BTV,ORD
379,ORD,SAN
423,ATL,DEN
423,EWR,DEN
445,SAT,DEN
458,DEN,EWR
464,SFO,DFW
467,DEN,ANC
467,DEN,ANC
511,DEN,SNA
571,SFO,BUR
589,DEN,SJC
643,ORD,DFW
723,DEN,SJC
764,DEN,DFW
788,ORD,PHL
865,SFO,LAX
971,DEN,LAX
1121,CLT,DEN
1147,BWI,ORD
1437,ORD,PHX
1439,DEN,ONT
1448,ORD,TPA
1448,ORD,TPA
1567,MCO,ORD
1575,ORD,LAS
1616,PBI,IAD
1674,SJU,ORD
1676,SJU,ORD
372,IND,PHX
140,PHX,ANC
504,TPA,PHX
639,PHX,ONT
140,PHX,ANC
140,PHX,ANC
544,PHX,DFW
290,LAS,MSP
612,PHX,ATL
42,PHX,DCA
180,PHX,SAN
151,SAN,PHL
430,PHL,LAS
196,PHX,SAN
736,SJU,CLT
849,ORD,CLT
860,PBI,CLT
902,TPA,CLT
1267,BOS,CLT
1502,MIA,CLT
1582,MYR,CLT
1799,IND,CLT
1814,MCI,CLT
1831,ORD,CLT
1855,SYR,CLT
1022,CLT,DCA
1295,SYR,DCA
1452,JAX,DCA
1081,PIT,FLL
1947,DCA,FLL
725,PIT,LAS
1937,BOS,LAS
1417,PHL,LAX
1417,PHL,LAX
1597,PHL,LAX
1597,PHL,LAX
1597,PHL,LAX
1597,PHL,LAX
1597,PHL,LAX
1597,PHL,LAX
974,CLT,LGA
759,SYR,PHL
1005,ORD,PHL
1069,PVD,PHL
1222,PVD,PHL
1430,PBI,PHL
1470,ORD,PHL
1470,ORD,PHL
1571,RIC,PHL
1607,PIT,PHL
1731,RDU,PHL
1950,ORF,PHL
1193,PHL,PHX
1141,PHL,SAN
1147,PHL,SAN
1147,PHL,SAN
1147,PHL,SAN
1669,CLT,SAN
781,PHL,SEA
781,PHL,SEA
1625,CLT,SEA
1625,CLT,SEA
1625,CLT,SEA
1625,CLT,SEA
1625,CLT,SEA
1625,CLT,SEA
939,PHL,SFO
939,PHL,SFO
939,PHL,SFO
939,PHL,SFO
963,PHL,SFO
963,PHL,SFO
993,PHL,SFO
993,PHL,SFO
485,BUR,OAK
2119,MCO,ALB
2680,MDW,SMF
576,OMA,LAS
414,SLC,EWR
1480,TPA,BDL
1824,ATL,SLC
1092,LGA,CVG
1734,HDN,ATL
406,LAX,BDL
1223,DCA,ATL
1469,SMF,ATL
450,SLC,CLE
781,ATL,FLL
1601,ONT,ATL
1735,ATL,HDN
1866,LGA,FLL
905,ORD,SLC
1621,LAX,SLC
1678,CVG,SLC
1701,DFW,SLC
1702,PDX,SLC
535,ATL,SRQ
1213,DAY,ATL
1514,SEA,JFK
1713,CVG,ABQ
605,ATL,DCA
725,JFK,LAS
774,LAS,ATL
1843,BOS,RSW
1195,ATL,PDX
4133,BOI,SLC
4138,BUF,ATL
4149,ATL,CRW
4159,ATL,VPS
4197,ATL,HPN
4206,ABE,ATL
4216,ATL,HPN
4238,BTR,ATL
4248,RIC,ATL
4263,DCA,JAN
4263,DCA,JAN
4264,ICT,ATL
4265,ATL,VPS
4266,ERI,ATL
4295,ATL,JAN
4312,PIA,ATL
4323,FNT,ATL
4335,ATL,MLU
4351,ATL,TUL
4352,ATL,CRW
4360,ATL,CAK
4390,ATL,ABE
4399,ALB,ATL
4401,ATL,MFE
4401,ATL,MFE
4402,ATL,MLU
4427,ATL,ERI
4436,PVD,ATL
4440,TOL,ATL
4443,ATL,ROA
4446,ATL,PNS
4448,TUL,SLC
4458,MEM,ATL
4490,ATL,OKC
4490,ATL,OKC
4537,CVG,DFW
4545,ATL,EYW
4558,FAY,ATL
4565,MHT,ATL
4579,ATL,MFE
4579,ATL,MFE
4583,ATL,CRP
4611,HPN,ATL
4624,ATL,PNS
4634,XNA,ATL
4646,ATL,CHO
4647,ALB,ATL
4678,ATL,FNT
4686,ATL,ERI
4694,ATL,TLH
4695,ATL,MYR
4697,MYR,ATL
4700,ATL,ROC
4721,ATL,VPS
4733,ATL,OKC
4733,ATL,OKC
4752,MLI,ATL
4759,SAV,ATL
4795,ATL,ABE
4823,ATL,JFK
4861,ATL,MLU
4870,XNA,ATL
4874,ATL,AVP
4910,MDW,ATL
4914,STL,ATL
4919,LAX,SMF
641,BWI,DEN
424,DEN,ATL
850,DEN,PHX
419,DEN,LAX
514,DEN,LGA
671,FLL,HPN
770,LAS,ATL
60,LAX,ATL
52,SFO,ATL
647,TPA,HPN
427,ATL,PNS
291,HOU,ATL
570,JAX,ATL
355,MDW,ATL
93,RDU,ATL
244,RIC,ATL
180,RSW,DCA
861,SRQ,MDW
1590,ATL,GPT
88,FLL,ATL
398,FLL,IND
686,ICT,ATL
508,MIA,ATL
234,PBI,ATL
31,SAV,ATL
113,ATL,DFW
243,RIC,ATL
364,ATL,LGA
456,ATL,PNS
680,FLL,HPN
663,PBI,HPN
636,RSW,MDW
647,TPA,HPN
680,FLL,HPN
244,RIC,ATL
656,RSW,HPN
405,IND,SRQ
507,ATL,MIA
390,IND,RSW
517,BOS,FLL
426,PNS,ATL
428,MCI,ATL
568,MCO,BMI
578,ATL,EWR
773,ATL,LAS
43,ATL,LAX
330,ATL,PHL
956,BWI,FLL
510,FLL,BOS
871,MCO,MSP
346,RSW,CAK
378,ATL,MLI
1593,GPT,ATL
3011,LAX,FAT
3138,LAX,SBP
3207,DFW,AEX
3221,DFW,LFT
3240,LFT,DFW
3244,LFT,DFW
3269,DFW,MLU
3351,DFW,MOB
3357,DFW,VPS
3360,PIT,DFW
3388,TYS,DFW
3404,BTR,DFW
3435,DFW,PNS
3435,DFW,PNS
3443,AUS,DAL
3443,AUS,DAL
3446,SYR,DFW
3451,DFW,CMI
3453,DFW,LRD
3458,GSO,DFW
3462,PIA,DFW
3466,CHA,DFW
3469,DFW,BTR
3474,CHS,DFW
3484,CHS,DFW
3508,CHS,DFW
3530,JAN,DFW
3542,CID,DFW
3576,CID,DFW
3578,CID,DFW
3584,HOU,DFW
3585,DFW,MAF
3605,DFW,PNS
3605,DFW,PNS
3605,DFW,PNS
3608,SGF,DFW
3647,DFW,SGF
3668,MAF,DFW
3682,SDF,DFW
3712,CVG,DFW
3763,DFW,SGF
3791,DFW,LRD
3806,EVV,DFW
3815,DFW,SAV
3820,MOB,DFW
3828,PNS,DFW
3829,DFW,PNS
3829,DFW,PNS
3833,DFW,PNS
3833,DFW,PNS
3855,DFW,PNS
3855,DFW,PNS
3855,DFW,PNS
3889,DFW,PNS
3889,DFW,PNS
3902,FNT,ORD
3904,ORD,CMI
3909,TYS,ORD
3937,ORD,SGF
3954,MEM,ORD
3998,ORD,OKC
3998,ORD,OKC
4004,CLT,ORD
4021,ORD,SWF
4090,ORD,OKC
4099,ORD,GSP
4175,ORD,DSM
4179,PVD,ORD
4204,IAD,ORD
4204,IAD,ORD
4212,ORD,CID
4221,ORD,CLE
4331,MQT,MSN
4344,PIT,ORD
4378,IND,ORD
4380,BTR,ORD
4407,MIA,CLE
4410,LEX,ORD
4412,ORD,HPN
4412,ORD,HPN
4414,ORD,HPN
4435,CID,ORD
4454,MIA,IND
4471,ORD,PNS
4475,BWI,ORD
4483,ORD,HPN
4491,IND,ORD
4503,ORD,JAX
4505,BNA,ORD
4553,BOS,STL
4569,BOS,RDU
4583,BOS,STL
4583,BOS,STL
4611,JFK,BOS
4629,RDU,DCA
4630,RDU,DCA
4647,RDU,AUS
4647,RDU,AUS
4647,RDU,AUS
4688,RDU,AUS
4688,RDU,AUS
4728,RDU,LGA
4810,BOS,LGA
4822,LGA,DSM
4825,LGA,XNA
4825,LGA,XNA
4825,LGA,XNA
4834,LGA,XNA
4834,LGA,XNA
4834,LGA,XNA
4858,CMH,LGA
4872,PIT,LGA
4884,DTW,LGA
4907,LGA,JAX
4913,CMH,LGA
94,KOA,SEA
253,FLL,DTW
262,PHX,DTW
295,MEM,PHX
315,MSP,LAX
316,LAX,MSP
334,LAX,DTW
388,MEM,GPT
432,DTW,MCO
473,DTW,ATL
542,DTW,LGA
561,DCA,MSP
630,MEM,LGA
649,DTW,MSN
697,DTW,DFW
702,DTW,TVC
708,FCA,GTF
774,MSP,LGA
784,MSP,EWR
932,MEM,ORD
935,MEM,GPT
1118,DTW,RSW
1135,DTW,GRB
1255,EWR,MEM
1260,MEM,PHL
1271,MSP,BZN
1272,MSP,RDU
1290,MSP,MDW
1420,MEM,VPS
1472,MEM,RDU
1586,FNT,TPA
1603,DTW,BOS
1638,MSP,EGE
1731,RDU,MEM
1732,ROC,MSP
5692,CVG,HPN
5418,JAX,LGA
5028,JAX,JFK
5661,CVG,ABE
5563,RDU,JFK
5223,BOS,BNA
2864,DTW,SWF
4786,IND,BOS
4752,IDA,MSP
5725,MEM,PNS
5942,MEM,PNS
2931,DTW,MLI
5725,MEM,PNS
5942,MEM,PNS
5703,MEM,PNS
4749,HLN,MSP
5741,BOS,MEM
2871,MSP,CLE
5864,DSM,DTW
2912,DTW,XNA
3771,DTW,AVP
4777,IND,LGA
4793,DCA,IND
5703,MEM,PNS
5969,MEM,SGF
5739,BOS,MEM
2857,MSP,OKC
4748,CVG,MSP
5921,MEM,OKC
2814,DAY,MSP
2904,GRR,DCA
4740,MSN,DCA
4790,IND,DCA
4793,DCA,IND
5725,MEM,PNS
4715,MSP,GSO
2999,DCA,DSM
4739,CMX,MSP
5868,MDT,DTW
10,LAX,JFK
73,ORD,HNL
160,SAN,JFK
185,JFK,LAX
247,MCO,LAX
252,LAX,MIA
297,MIA,LAX
335,ORD,SAT
354,LAX,ORD
355,DFW,ONT
376,ORD,LGA
380,ORD,LGA
388,BUR,DFW
388,BUR,DFW
391,BOS,DFW
432,SAN,DFW
437,MSY,DFW
440,XNA,DFW
453,DFW,BUR
496,ORD,DCA
510,RNO,DFW
520,BUR,DFW
520,BUR,DFW
520,BUR,DFW
577,STL,LAX
674,SAN,ORD
691,ATL,DFW
751,LGA,DFW
753,LGA,DFW
805,MIA,DFW
827,ORD,SJC
828,DFW,RSW
1022,ONT,DFW
1022,ONT,DFW
1047,LGA,MIA
1074,DFW,ATL
1119,DFW,COS
1119,DFW,COS
1120,LAS,DFW
1141,RDU,DFW
1195,DTW,DFW
1198,BUR,DFW
1198,BUR,DFW
1198,BUR,DFW
1307,BNA,LAX
1327,MEM,DFW
1375,BDL,SJU
1398,PDX,DFW
1402,MIA,LGA
1454,SEA,STL
1457,MCO,DFW
1470,DFW,CLT
1490,LAX,DEN
1500,DFW,MFE
1507,DCA,DFW
1507,DCA,DFW
1541,DFW,SEA
1570,SNA,DFW
1578,MIA,ATL
1595,IND,DFW
1601,DFW,SNA
1677,ORD,SNA
1735,LGA,MIA
1765,STL,DAL
1782,SAN,DFW
1782,SAN,DFW
1823,DCA,DFW
1847,ATL,DFW
1856,LAS,DFW
1860,DEN,MIA
1925,MSP,DFW
1926,TUS,ORD
1926,TUS,ORD
1931,DFW,ONT
1938,PDX,ORD
1956,SEA,ORD
1962,IAH,DFW
1978,SLC,DFW
1988,FLL,DFW
2034,BUR,DFW
2034,BUR,DFW
2034,BUR,DFW
2036,DFW,MIA
2207,DFW,EGE
2208,EGE,DFW
2222,RSW,ORD
2330,ORD,PSP
2375,ORD,EGE
2387,MIA,EGE
2387,MIA,EGE
2414,AUS,ORD
2441,ORD,ATL
2500,DAL,STL
2511,MCI,DAL
2511,MCI,DAL
62,ANC,JNU
70,ANC,JNU
60,JNU,KTN
65,PSG,JNU
139,ADK,AKN
61,JNU,YAK
813,DFW,SEA
139,ADK,AKN
327,SNA,PDX
433,SNA,OAK
547,SAN,SEA
435,ONT,SEA
69,SEA,KTN
575,SAN,SEA
313,SJC,PDX
413,SMF,SEA
122,AKN,DLG
60,JNU,KTN
65,SEA,KTN
61,JNU,YAK
7,EWR,SEA
641,LAS,SEA
64,PSG,WRG
641,LAS,SEA
789,PHX,SEA
547,SAN,SEA
515,BUR,SEA
131,ORD,ANC
70,ANC,JNU
67,SIT,JNU
67,SEA,KTN
67,KTN,SIT
64,JNU,PSG
409,LAX,PDX
61,JNU,YAK
139,ADK,AKN
94,FAI,ANC
433,SNA,OAK
506,SEA,ONT
17,MIA,SEA
282,SEA,LAX
65,WRG,PSG
401,BUR,SEA
422,SEA,SNA
401,BUR,SEA
397,ONT,SEA
143,BRW,SCC
66,YAK,JNU
66,ANC,CDV
502,SEA,SAN
67,SIT,JNU
65,WRG,PSG
65,SEA,KTN
62,JNU,SIT
64,JNU,PSG
60,JNU,KTN
365,BUR,SEA
61,SEA,JNU
62,SIT,KTN
151,OTZ,OME
67,SIT,JNU
67,SEA,KTN
73,SIT,JNU
70,ANC,JNU
64,WRG,KTN
64,JNU,PSG
64,ANC,JNU
75,SEA,JNU
65,SEA,KTN
66,YAK,JNU
67,SIT,JNU
497,BOS,SEA
350,BUR,JFK
477,BOS,OAK
481,BOS,LGB
489,BOS,LGB
477,BOS,OAK
471,BOS,SJC
358,BUR,JFK
217,JFK,LGB
101,JFK,OAK
107,JFK,OAK
93,JFK,OAK
173,JFK,SJC
481,BOS,LGB
350,BUR,JFK
354,BUR,JFK
358,BUR,JFK
181,JFK,SAN
372,FLL,JFK
377,JFK,FLL
489,BOS,LGB
471,BOS,SJC
95,JFK,OAK
481,BOS,LGB
489,BOS,LGB
350,BUR,JFK
351,JFK,BUR
481,BOS,LGB
489,BOS,LGB
740,PSE,JFK
350,BUR,JFK
352,BUR,JFK
354,BUR,JFK
372,FLL,JFK
377,JFK,FLL
221,JFK,LGB
1061,JFK,HOU
375,LGA,FLL
354,BUR,JFK
422,PBI,BOS
106,TUS,JFK
350,BUR,JFK
372,FLL,JFK
377,JFK,FLL
369,JFK,PBI
364,PBI,JFK
455,BOS,FLL
165,JFK,PDX
490,DEN,JFK
372,FLL,JFK
377,JFK,FLL
92,LGB,SLC
1620,EWR,EGE
1137,EWR,DFW
1438,EWR,ABQ
355,PBI,EWR
771,IAH,JFK
168,IAH,JAX
683,BOS,IAH
752,IAH,SLC
1508,EWR,TUS
657,PHL,IAH
1889,IAH,SMF
1702,IAH,EGE
535,EWR,PHX
1530,IAH,HDN
1702,IAH,EGE
1723,IAH,ONT
1137,EWR,DFW
150,IAH,ONT
1065,IAH,PDX
1034,PHX,EWR
1827,SAN,EWR
1620,EWR,EGE
720,DEN,CLE
1747,IAH,SJC
376,EWR,RSW
810,MIA,LGA
531,CVG,PHX
550,OGG,SLC
1215,SLC,MCO
1423,ATL,PNS
979,ATL,VPS
1186,EGE,ATL
1483,CVG,PDX
1678,CVG,SLC
563,DCA,ATL
582,RIC,ATL
604,PHL,SLC
637,BWI,ATL
706,SEA,ATL
712,FLL,ATL
773,DCA,ATL
908,IAH,ATL
943,DFW,ATL
1067,DCA,ATL
1103,ATL,SNA
1186,EGE,ATL
1270,BDL,ATL
1285,SJU,ATL
1405,MKE,ATL
1425,ORF,ATL
1461,TPA,ATL
1607,CVG,ATL
1687,LGA,ATL
497,MIA,ATL
672,ATL,PNS
736,ORD,ATL
1106,MLB,ATL
1475,BUF,ATL
1527,BDL,TPA
1163,SJC,ATL
1024,EWR,ATL
717,CVG,SEA
594,PHX,ATL
1077,ATL,DFW
1185,ATL,EGE
373,BDL,LAX
489,ATL,LGA
1116,CVG,MCO
1185,ATL,EGE
1482,FLL,LGA
783,ATL,PNS
1467,MCO,BDL
1525,ATL,SAT
1590,ATL,GPT
1772,ATL,PNS
1833,LGA,PBI
703,MCO,LAS
1809,ATL,RSW
1119,ATL,PSP
1464,MDW,SNA
794,SAN,MCI
1076,SJC,PHX
358,ISP,RSW
122,SAT,HOU
2490,MCO,BUF
2468,LAS,GEG
658,MDW,SAN
2313,ABQ,MDW
1008,BNA,MDW
2051,BNA,ONT
586,BNA,SAN
486,BWI,LAX
2349,BWI,SAN
2219,LAS,IND
1744,MCI,MDW
1186,OAK,MDW
1673,OAK,SAN
2029,PHL,MDW
954,SAN,MDW
1598,ABQ,OAK
233,AMA,DAL
16,DAL,AMA
1085,DAL,AMA
1988,SAN,LAS
2102,SJC,SEA
2167,ALB,TPA
586,BNA,SAN
2477,BNA,TPA
109,LAS,HOU
447,PBI,TPA
2313,ABQ,MDW
1854,ALB,BWI
1485,AUS,MDW
486,BDL,BWI
805,BDL,BWI
472,BDL,PHL
2160,BDL,PHL
2352,BNA,MDW
1649,BUR,LAS
566,BWI,CLE
1208,BWI,IND
405,BWI,MDW
484,BWI,MDW
2089,BWI,PHX
2043,BWI,STL
259,CLE,MDW
313,CLE,MDW
296,CMH,MDW
658,CMH,MDW
96,DAL,STL
1026,DEN,MDW
749,DTW,MDW
1932,DTW,MDW
474,DTW,STL
684,FLL,MDW
2768,HOU,MDW
1010,HOU,STL
971,IAD,MDW
1194,IAD,MDW
1286,ISP,BWI
1774,ISP,MDW
2467,ISP,MDW
1211,JAX,BWI
1884,JAX,PHL
1096,LAS,BUF
304,LAS,MDW
502,LAS,MDW
1325,LAS,MDW
223,LAX,BWI
2185,LAX,MDW
2614,LAX,MDW
1527,MCI,IND
946,MCI,MDW
1594,MCO,BWI
1630,MCO,BWI
1114,MCO,MDW
2712,MCO,MDW
491,MCO,PIT
2489,MDW,IND
1734,MDW,PHX
279,MHT,BWI
2305,MHT,MDW
2133,MHT,PHL
2848,MHT,PHL
102,OMA,MDW
2628,OMA,MDW
2684,OMA,MDW
2847,ORF,BWI
1282,PBI,BWI
1667,PDX,BOI
638,PDX,MDW
472,PHL,MDW
1534,PHX,MDW
2289,PHX,PHL
278,PVD,BWI
1957,PVD,BWI
2189,PVD,BWI
2290,PVD,BWI
185,PVD,PHL
317,PVD,PHL
262,RDU,PHL
2556,RSW,MDW
2481,SAT,MDW
1929,SDF,BWI
936,SDF,STL
1130,SEA,BOI
786,SJC,MDW
2034,SLC,MDW
2727,SMF,MDW
873,SNA,MDW
932,TPA,BWI
998,TPA,BWI
250,TPA,MDW
379,TUS,MDW
1598,ABQ,OAK
1050,BNA,PVD
2241,BUF,BWI
1636,DAL,ABQ
865,DEN,PHX
706,ELP,PHX
916,IND,PHX
807,OKC,PHX
317,PVD,PHL
1956,PVD,PHL
2587,SAN,PHX
2711,STL,PHX
1149,TPA,PHX
2356,PHX,DTW
317,PVD,PHL
2609,BUR,OAK
372,LAS,MCI
2958,SAN,SJC
1572,PVD,FLL
317,PVD,PHL
1304,TPA,ISP
1715,BDL,MDW
259,CLE,MDW
707,HOU,MDW
756,LAX,MCI
1850,MCI,MDW
1442,MCO,HOU
1453,MCO,MDW
583,OAK,HOU
1955,ORF,MDW
359,PHX,LAX
