flightnum,origin,dest
1342,AMA,DAL
2081,BWI,ABQ
40,DAL,ABQ
906,DAL,ABQ
3073,DAL,ABQ
673,ELP,ABQ
53,ELP,DAL
30,HOU,DAL
64,HRL,HOU
45,LAS,ABQ
521,LAX,ABQ
1247,LAX,ABQ
1756,LBB,ABQ
187,LBB,DAL
500,MAF,ABQ
158,MCI,ABQ
1719,OAK,ABQ
1968,PDX,ABQ
1342,PHX,ABQ
2399,PHX,ABQ
973,SAN,ABQ
168,SAT,DAL
702,SAT,DAL
1009,SAT,DAL
2576,SEA,ABQ
291,STL,ABQ
86,STL,DAL
2695,TPA,ABQ
2044,TUS,ABQ
1119,AMA,ABQ
2081,BWI,ABQ
40,DAL,ABQ
1783,DAL,ABQ
2230,DAL,ABQ
297,ELP,ABQ
673,ELP,ABQ
555,HOU,ABQ
608,HOU,ABQ
2442,HOU,ABQ
45,LAS,ABQ
357,LAS,ABQ
227,LAX,ABQ
1756,LBB,ABQ
500,MAF,ABQ
158,MCI,ABQ
1585,MCI,ABQ
940,MCO,ABQ
1166,MDW,ABQ
1968,PDX,ABQ
111,PHX,ABQ
651,PHX,ABQ
1337,PHX,ABQ
2132,PHX,ABQ
2399,PHX,ABQ
2597,PHX,ABQ
2576,SEA,ABQ
291,STL,ABQ
2695,TPA,ABQ
2202,TUS,ABQ
40,DAL,ABQ
2141,LAS,ABQ
500,MAF,ABQ
3992,OMA,PHX
291,STL,ABQ
2391,MCI,IAH
3039,EWR,CAE
3115,IAH,CAE
2385,OKC,IAH
2251,MCO,IAH
2977,DSM,IAH
3295,IAH,PNS
2649,LIT,IAH
2488,PHL,CLE
2433,BNA,IAH
2891,IAH,JAN
2152,MCI,IAH
2845,LRD,IAH
2559,IAH,LFT
2226,CLE,MDT
2697,CLE,BUF
2108,DCA,IAH
2185,JAX,IAH
2091,IAH,PNS
2799,CRW,IAH
2619,GRR,IAH
2930,STL,IAH
1208,DCA,EWR
2859,EWR,MEM
3265,LEX,IAH
2854,MEM,IAH
2983,HPN,CLE
2798,BNA,IAH
3138,TUS,IAH
2091,IAH,PNS
3123,CLT,IAH
2466,MGM,IAH
2050,RIC,IAH
2968,MEM,EWR
2782,EWR,RIC
2350,MSP,IAH
2205,IAD,IAH
2741,IAH,TUL
2642,ICT,IAH
2704,IAH,BRO
2319,MEM,IAH
2880,VPS,IAH
2959,ELP,IAH
2418,IAH,MLU
2213,MCI,IAH
2018,MHT,CLE
2144,MCI,IAH
2748,CLE,DFW
2055,TYS,IAH
2195,OKC,IAH
2061,DFW,CLE
3239,IAH,RIC
2515,ORF,IAH
2039,CLE,MKE
2534,IAH,CRP
2750,IAH,SLC
2777,SLC,IAH
3225,CVG,IAH
3247,MSN,CLE
2351,GRR,IAH
2462,LBB,IAH
2108,IAH,ABQ
3042,OMA,IAH
3044,CLE,DFW
2331,BNA,IAH
3224,EWR,GSP
2041,IAH,MKE
3206,MSY,EWR
2420,GSO,IAH
3166,EWR,MSY
2307,AMA,IAH
2072,IAH,BRO
2870,IAH,BTR
3193,IAH,PNS
2427,DAY,IAH
2167,CHS,IAH
2667,SDF,IAH
2402,JAX,IAH
2130,DAB,EWR
3177,EWR,RIC
2916,ORF,IAH
2239,GSO,IAH
2270,MLU,IAH
3150,SAT,CLE
2117,SDF,EWR
3244,EWR,DTW
3103,IAH,LFT
3034,IAH,MLU
2804,ATL,IAH
2295,SRQ,IAH
2399,EWR,MCI
2520,IAH,AEX
3211,OKC,IAH
2810,ICT,IAH
3291,EWR,TUL
2140,SLC,IAH
2867,CLE,BDL
2938,AMA,IAH
2333,COS,IAH
2041,IAH,MKE
2957,ORD,IAH
2865,IND,IAH
2227,IAH,SRQ
2823,IAH,TUS
2146,IAH,MOB
2555,IAH,DAL
2015,TUL,IAH
3295,IAH,PNS
2973,CHS,IAH
3171,STL,IAH
2662,IAD,IAH
2287,BHM,IAH
2640,EWR,DAB
2553,IAH,CRP
2777,SLC,IAH
2972,ICT,IAH
3253,BGR,EWR
2426,MKE,IAH
2102,IAH,DAL
3209,CAE,EWR
2569,TLH,IAH
2270,MLU,IAH
2398,MSP,IAH
2332,IAH,LFT
2368,CLE,MHT
3132,TUL,EWR
2669,EWR,MCI
2271,CHA,IAH
2443,VPS,IAH
2031,EWR,ALB
2530,ORF,IAH
2258,IND,IAH
2755,STL,IAH
2819,ICT,IAH
3165,RDU,IAH
2378,IAH,OKC
2734,TYS,EWR
2621,TUL,IAH
2807,IAH,PNS
3049,IAH,SDF
2670,MGM,IAH
3025,BNA,IAH
3266,IAH,MOB
2733,GSP,IAH
3171,STL,IAH
2538,DAL,IAH
3116,CMH,IAH
2381,DSM,IAH
2357,ORD,CLE
2676,CLE,SDF
2222,IAH,VPS
3097,IAH,COS
2734,TYS,EWR
2615,IAH,RSW
2978,PNS,IAH
2370,CLE,HPN
2394,BNA,IAH
2888,CLE,MSN
3089,CVG,IAH
7235,BNA,ORD
7207,IAD,DTW
2864,MEM,PHX
7292,DTW,IAD
2944,PHX,EUG
2733,PHX,PSP
7418,IAD,JFK
2681,PWM,CLT
2949,ASE,PHX
2622,CLT,JFK
7291,ORD,ATW
2950,PHX,ASE
7359,ORD,ATW
7161,ORD,MSN
7377,CAE,ORD
2608,CLT,ILM
7336,IAD,MHT
7126,CAE,ORD
7209,CAE,ORD
2631,DTW,CLT
7141,GSP,IAD
7373,IAD,JAX
2772,LAS,MRY
7106,ORD,MDT
7206,ORD,MDT
2606,CLT,PWM
2631,DTW,CLT
2866,LAS,MFR
2842,PHX,ABQ
2950,PHX,ASE
7219,BNA,DEN
7056,COD,DEN
2950,PHX,ASE
2991,PHX,TEX
2993,PHX,TEX
7117,IAD,MCI
7307,ORD,BMI
7406,RDU,ORD
2611,SYR,CLT
2763,CLD,PHX
2719,COS,PHX
2728,ICT,PHX
2779,MEM,PHX
2979,OKC,PHX
2993,PHX,TEX
7115,ORD,RDU
7225,ORF,IAD
7121,RDU,IAD
2622,CLT,JFK
7065,DEN,GUC
7039,DEN,COS
2609,CLT,IAH
2611,CLT,IAH
2874,PHX,DFW
7286,CAE,IAD
7334,CHS,IAD
7080,DEN,GUC
7370,LGA,IAD
7345,MHT,IAD
7174,IAD,CLT
7172,ORD,GSP
5159,CVG,IAH
5112,SAT,CVG
5076,CMH,JFK
5037,MSN,ATL
5363,CVG,IAH
5127,CVG,CID
5439,ORF,CVG
5677,CVG,ROA
5677,RIC,ROA
5452,DTW,CVG
5345,ORD,CVG
5228,CVG,CLT
5681,ACY,MCO
5026,SAT,CVG
5522,JFK,BOS
5359,LEX,LGA
5458,CLE,JFK
5599,SAV,LGA
5158,BOS,JAX
5518,ROC,JFK
5048,CVG,AVP
5667,CVG,DFW
5204,LEX,DCA
5621,JFK,DCA
5024,ATL,CAK
4959,CVG,CLT
3763,ATL,MSN
3899,SLC,PDX
6635,BIS,CYS
6556,DEN,ICT
3826,SLC,GTF
4040,SLC,HLN
3904,SLC,MSO
4005,SLC,MSO
4010,SLC,MSO
6673,DEN,DSM
6709,DEN,SJC
6709,DEN,SFO
3988,SLC,PSC
6879,OKC,SPI
3848,SLC,BOI
6106,OXR,ONT
6423,ONT,FAT
5709,SMF,RDD
3873,SLC,PDX
4043,SLC,GJT
6723,DEN,BOI
6426,LAX,LAS
4037,SLC,GJT
4043,SLC,GJT
5947,ORD,GJT
6586,PSP,GJT
3960,SLC,LNK
5825,ORD,RFD
3878,SLC,COS
3961,BUR,LAS
4006,SLC,IDA
3873,SLC,EUG
3969,SLC,LAX
5947,ORD,GJT
3789,SLC,OAK
3882,SLC,SFO
3958,SLC,SMF
3998,SLC,BIL
4002,SLC,IDA
4010,SLC,GTF
4079,SLC,IDA
4009,SLC,OKC
6552,DEN,SAT
6832,ORD,MSN
6404,SFO,PDX
6824,ORD,MSN
4762,OGG,LAX
22,LAX,JFK
29,JFK,LAX
172,SFO,BOS
183,ORD,DFW
184,SFO,PHL
194,LAX,PHL
220,SFO,IAD
224,SFO,IAD
233,BDL,ORD
255,BOS,DEN
271,PHL,DEN
281,ORD,GEG
297,BWI,SFO
303,SFO,SAN
336,SFO,DFW
339,LGA,DEN
381,ORD,SMF
395,DTW,DEN
411,CLT,ORD
412,SNA,ORD
453,DEN,BOI
467,BOS,DEN
473,IAD,SEA
490,DEN,DFW
510,SFO,SEA
541,BOS,ORD
554,ORD,BDL
565,IAD,ABQ
589,ORD,DFW
602,ORD,DCA
603,DCA,ORD
618,SFO,ORD
748,SFO,RNO
749,ROC,ORD
751,SFO,SNA
755,ORD,SEA
755,ORD,SEA
760,LAX,DFW
764,DEN,DFW
807,BOS,DEN
867,DEN,SEA
896,ORD,PHL
917,IAD,SEA
1228,LAX,SEA
1433,IAD,PBI
1451,IAD,TPA
1498,ORD,FLL
1498,ORD,FLL
1523,MCO,ORD
1544,TPA,IAD
687,PHX,EWR
196,DCA,PHX
79,PHX,SEA
255,PHL,PHX
631,BWI,LAS
49,LAS,DCA
259,PHX,PHL
647,ATL,PHX
532,LAS,SAN
146,PHX,LIH
432,PHX,OGG
31,OGG,PHX
478,PHX,BUR
45,PHX,KOA
146,PHX,LIH
647,ATL,PHX
79,AUS,PHX
522,BDL,PHX
610,BOI,PHX
245,BOS,PHX
435,CLE,PHX
280,CMH,PHX
520,DFW,PHX
686,EWR,PHX
60,FLL,PHX
529,IAD,PHX
502,MCO,PHX
621,MKE,PHX
354,MSP,PHX
57,OAK,PHX
2,ORD,PHX
332,RNO,PHX
325,SFO,PHX
372,IND,PHX
372,IND,PHX
302,PHL,PDX
282,PHX,SJC
522,PHX,RNO
343,DFW,LAS
522,PHX,RNO
49,LAS,DCA
390,LAS,DFW
393,LAS,DFW
395,LAS,DFW
252,LAS,IAD
542,PHX,DFW
641,PHX,ONT
237,DTW,PHX
1968,SJU,BOS
1722,CLT,BUF
708,LAS,CLT
851,BWI,CLT
1020,FLL,CLT
1032,RSW,CLT
1053,PIT,CLT
1077,LGA,CLT
1643,ORF,CLT
1702,MSY,CLT
1863,IND,CLT
1942,MIA,CLT
716,TPA,DCA
810,CLT,DCA
925,BDL,DCA
951,IND,DCA
986,FLL,DCA
1159,BUF,DCA
1252,RSW,DCA
1517,ALB,DCA
1517,ALB,DCA
1575,SYR,DCA
1611,PVD,DCA
1611,PVD,DCA
1743,CMH,DCA
1781,MHT,DCA
1864,CLT,DCA
1908,MCO,DCA
1908,MCO,DCA
1926,PBI,DCA
1926,PBI,DCA
2021,BOS,DCA
2025,BOS,DCA
2045,BOS,DCA
2163,LGA,DCA
1126,CLT,DFW
1219,CLT,DFW
1854,CLT,EWR
771,DCA,FLL
1417,PHL,LAX
1708,CLT,LGA
729,LAS,PHL
729,LAS,PHL
836,BOS,PHL
912,SFO,PHL
914,SFO,PHL
1033,MHT,PHL
1069,PVD,PHL
1190,PHX,PHL
1222,TPA,PHL
1412,TPA,PHL
1412,TPA,PHL
1418,LAX,PHL
1418,LAX,PHL
1506,SAN,PHL
1528,CLT,PHL
1571,RIC,PHL
1571,RIC,PHL
1594,FLL,PHL
1596,LAX,PHL
1607,PIT,PHL
1607,PIT,PHL
1626,MCO,PHL
1676,MSY,PHL
1706,CLT,PHL
1790,PIT,PHL
1834,FLL,PHL
1853,BUF,PHL
1853,BUF,PHL
1853,BUF,PHL
1878,PBI,PHL
1928,RSW,PHL
1928,RSW,PHL
1191,PHL,PHX
714,CLT,PVD
988,CLT,RIC
720,DCA,RSW
720,DCA,RSW
1039,CLT,RSW
963,PHL,SFO
963,PHL,SFO
2297,ALB,MDW
824,BDL,MDW
1243,BHM,PHX
1006,CLE,MDW
39,DAL,HOU
96,DAL,STL
2261,DAL,STL
1026,DEN,MDW
190,FLL,ISP
707,HOU,MDW
1164,IAD,MDW
1470,LAS,ISP
2400,MCO,ISP
1453,MCO,MDW
679,MCO,STL
1477,MCO,STL
1560,MDW,ISP
2305,MHT,MDW
1955,ORF,MDW
704,PBI,ISP
2320,PHL,RSW
571,PIT,MDW
2700,PVD,MDW
2162,PVD,PHL
1069,RDU,MDW
769,SAT,MDW
2503,TPA,CMH
1304,TPA,ISP
447,TPA,MDW
2637,TPA,MDW
2279,BNA,LAS
2102,SJC,SEA
1713,CVG,ABQ
1814,ATL,ABQ
1186,EGE,ATL
1423,ATL,PNS
1538,ATL,DCA
1734,HDN,ATL
1946,DCA,LGA
587,ATL,ABQ
4121,ATL,MGM
4130,PWM,ATL
4137,ATL,ATW
4159,ATL,VPS
4189,ATL,ILM
4192,ATL,PWM
4243,ATL,AVL
4264,ATL,ISP
4284,ATL,PIA
4290,ATL,MDT
4298,CAE,CVG
4305,OMA,ATL
4309,ATL,TRI
4313,ATL,MLU
4315,ATL,AUS
4321,CVG,ATW
4342,ATL,TUP
4395,ROC,ATL
4399,ATL,MLU
4402,ATL,MLU
4403,ATL,ILG
4414,MFE,ATL
4438,LFT,ATL
4450,ATL,AGS
4467,CVG,JAN
4474,ATL,MLU
4478,CVG,ALB
4483,ATL,CLT
4487,ATL,BTR
4504,ATL,PIA
4514,ATL,ROA
4515,ATL,ROA
4519,MLU,ATL
4535,ATL,MHT
4545,ATL,EYW
4549,ATL,HPN
4558,ATL,GRK
4583,ATL,JFK
4585,ATL,LFT
4588,ATL,AVL
4598,ATL,LYH
4599,ATL,AVP
4618,ATL,MSN
4624,ATL,PNS
4645,ATL,HPN
4654,ATL,MKE
4664,ATL,MDW
4665,ATL,MOB
4677,ATL,FNT
4745,ATL,SYR
4747,MKE,ATL
4855,ATL,BTR
4863,CVG,MGM
4891,ATL,MLU
4893,ATL,IAH
448,DEN,PHL
491,DEN,CAK
41,ATL,LAX
679,HPN,MCO
770,LAS,ATL
60,LAX,ATL
52,SFO,ATL
836,MCO,MDW
753,PHL,FLL
232,ATL,BMI
383,MLI,ATL
70,ATL,PHL
280,ATL,BOS
70,ATL,PHL
483,BOS,BWI
875,MDW,SRQ
441,MKE,ATL
760,TPA,PHL
177,ATL,RSW
622,BOS,PHL
1903,FLL,GPT
1901,TPA,GPT
117,ATL,DFW
372,DFW,ATL
564,ATL,BMI
26,ATL,MDW
378,ATL,MLI
880,EWR,MDW
171,ATL,RSW
177,ATL,RSW
390,IND,RSW
609,RSW,BOS
171,ATL,RSW
657,HPN,RSW
770,LAS,ATL
633,MDW,RSW
665,ATL,HPN
843,PHL,ATL
893,MDW,DFW
199,ATL,DCA
425,ATL,PNS
162,RSW,ATL
425,ATL,PNS
3031,LAX,MRY
3153,SJC,SNA
3189,SJC,SNA
3193,LAX,SJC
3200,TYR,DFW
3211,DFW,AEX
3213,DFW,CLL
3221,DFW,LFT
3221,DFW,LFT
3221,DFW,LFT
3233,AEX,DFW
3238,LFT,DFW
3240,LFT,DFW
3256,GGG,DFW
3260,CLL,DFW
3263,DFW,ACT
3264,MLU,DFW
3268,SHV,DFW
3270,SPS,DFW
3276,ABI,DFW
3292,LFT,DFW
3314,GRK,DFW
3323,DFW,MLU
3356,VPS,DFW
3360,PIT,DFW
3372,CID,DFW
3378,GPT,DFW
3383,DFW,GPT
3384,SJT,DFW
3386,MSN,DFW
3388,TYS,DFW
3391,DAL,AUS
3397,DFW,HSV
3410,CAE,DFW
3432,AMA,DFW
3435,DFW,PNS
3440,SJT,DFW
3446,SYR,DFW
3450,CMI,DFW
3463,DFW,PIA
3477,DFW,AMA
3482,MAF,DFW
3482,MAF,DFW
3494,SBA,DFW
3501,DFW,GRK
3510,HSV,DFW
3520,LBB,DFW
3532,CLE,DFW
3532,CLE,DFW
3562,PIT,DFW
3564,GSO,DFW
3564,GSO,DFW
3570,CID,DFW
3574,HOU,DFW
3592,ROC,DFW
3592,ROC,DFW
3598,CMH,DFW
3606,CLE,DFW
3612,DSM,DFW
3624,ABI,DFW
3634,JAN,DFW
3637,DFW,XNA
3646,SGF,DFW
3646,SGF,DFW
3657,DFW,CAE
3658,GSO,DFW
3674,DSM,DFW
3676,MSN,DFW
3676,MSN,DFW
3682,SDF,DFW
3691,DFW,BTR
3692,GRR,DFW
3708,MKE,DFW
3714,PIT,DFW
3720,CVG,DFW
3720,CVG,DFW
3730,AMA,DFW
3730,AMA,DFW
3740,TXK,DFW
3750,JAN,DFW
3752,MLI,DFW
3758,GSP,DFW
3778,TYS,DFW
3780,FWA,DFW
3794,FWA,DFW
3796,GRR,DFW
3796,GRR,DFW
3828,PNS,DFW
3829,DFW,PNS
3830,PNS,DFW
3838,SAV,DFW
3851,DFW,BTR
3855,DFW,PNS
3862,VPS,DFW
3864,SGF,DFW
3867,DFW,GRK
3872,SHV,DFW
3877,DFW,JAN
3877,DFW,JAN
3882,LEX,DFW
3888,PNS,DFW
3889,DFW,PNS
3894,MTJ,DFW
3907,CID,ORD
3956,GRB,MQT
4008,ORD,CLT
4022,ORD,ALB
4024,ORD,OMA
4028,ORD,CMI
4047,CVG,ORD
4127,ORD,MSN
4155,ALB,ORD
4166,ORD,BNA
4169,ORD,RIC
4220,GRB,ORD
4223,ROC,ORD
4230,ALB,ORD
4230,ALB,ORD
4245,MIA,CLT
4293,ORD,MDT
4301,ORD,HSV
4318,ORD,BWI
4331,MQT,MSN
4331,MQT,MSN
4331,MQT,MSN
4331,MQT,MSN
4332,ORD,DBQ
4350,CVG,MIA
4350,CVG,MIA
4365,OMA,ORD
4391,ORD,HSV
4397,ORD,RST
4397,ORD,RST
4409,DSM,ORD
4450,CLE,JFK
4463,IAD,MIA
4466,DSM,ORD
4471,ORD,PNS
4471,ORD,PNS
4471,ORD,PNS
4474,JAX,ORD
4493,ORD,OMA
4647,RDU,AUS
4647,RDU,AUS
4647,RDU,AUS
4688,DCA,RDU
4722,STL,JFK
4722,STL,JFK
4779,BNA,DCA
4788,LGA,DCA
4822,LGA,DSM
119,MSP,PHX
182,SAN,MSP
234,DTW,DCA
278,DTW,BOS
326,LAX,DTW
347,DTW,SFO
354,MSP,GRB
413,MSP,DFW
437,TPA,MSP
471,DTW,ATL
481,DTW,MSP
499,IND,MSP
528,DTW,LGA
557,BWI,MSP
625,MSP,ABQ
631,MEM,IAH
670,LAS,MKE
670,LAS,MKE
682,MSP,PHL
682,MSP,PHL
697,DTW,DFW
698,DFW,DTW
706,FCA,GTF
732,MSP,JFK
867,MSP,GFK
966,DTW,MSN
1041,MSP,BIL
1044,MSP,CMH
1058,MSP,PIT
1118,DTW,RSW
1131,DTW,LAN
1139,BWI,DTW
1192,LAS,DTW
1280,MSP,MDW
1426,MSP,ATL
1481,MSP,MSO
1497,DTW,BNA
1546,FNT,MCO
1563,SGF,MEM
1581,DTW,MDW
1627,DTW,IAH
1684,DTW,RIC
1728,BHM,DTW
5302,CMH,LGA
5120,BHM,LGA
5390,CVG,HPN
5330,OKC,CVG
5027,ATL,LEX
5418,JAX,LGA
5225,CMH,LGA
5027,ATL,LEX
5083,CVG,MSN
5199,CVG,MSN
5068,ATL,GRB
5268,LGA,RIC
5249,DTW,CVG
5317,CVG,JFK
5220,RDU,JFK
5440,CVG,BWI
1,JFK,LAX
20,SFO,JFK
40,LAX,JFK
149,IAD,LAX
186,LIH,LAX
197,BOS,SFO
244,LAX,MCO
282,DFW,ABQ
302,DFW,TUL
309,ORD,SAN
315,PHL,DFW
328,SFO,DFW
387,MIA,DFW
388,BUR,DFW
388,BUR,DFW
391,BOS,DFW
476,DFW,CMH
480,DFW,BNA
496,ORD,DCA
497,RSW,ORD
510,RNO,DFW
520,BUR,DFW
520,BUR,DFW
520,BUR,DFW
531,DCA,DFW
534,FAT,DFW
556,PHX,DFW
559,BOS,DFW
562,DFW,PHL
590,LAX,DFW
590,LAX,DFW
592,SNA,DFW
606,JAC,DFW
623,BOS,DFW
633,SJU,DFW
642,SJC,DFW
649,DFW,ABQ
670,COS,DFW
689,MSY,DFW
690,MCO,DFW
691,ATL,DFW
745,LGA,DFW
751,LGA,DFW
759,LGA,DFW
845,JAX,DFW
853,DFW,ABQ
883,LGA,FLL
1008,OAK,DFW
1010,SFO,DFW
1022,ONT,DFW
1029,DFW,TUS
1035,MIA,ORD
1052,SNA,DFW
1053,DCA,DFW
1074,SLC,DFW
1077,IND,DFW
1083,MIA,LAS
1098,LAS,DFW
1119,DFW,COS
1123,DFW,PHX
1129,EWR,DFW
1135,CLT,DFW
1138,LAS,DFW
1141,RDU,DFW
1145,EWR,DFW
1157,DFW,SEA
1164,PSP,DFW
1179,ORD,SAT
1191,DFW,ABQ
1195,DTW,DFW
1198,BUR,DFW
1203,DFW,SNA
1226,DFW,MSY
1227,IND,DFW
1250,AUS,DFW
1268,ELP,DFW
1286,OAK,DFW
1289,TPA,DFW
1297,LGA,ATL
1303,MIA,IAH
1304,SNA,DFW
1314,ONT,DFW
1336,OMA,DFW
1348,SFO,DFW
1372,FAT,DFW
1391,MIA,IAH
1398,PDX,DFW
1408,SJC,DFW
1424,SJC,DFW
1430,ABQ,DFW
1436,SEA,DFW
1454,SEA,STL
1467,DFW,ELP
1467,MFE,DFW
1505,MCI,DFW
1508,SNA,DFW
1512,ELP,DFW
1514,SJC,DFW
1525,STL,MSY
1531,RIC,DFW
1559,DFW,MCO
1559,TUL,DFW
1570,SNA,DFW
1576,MCO,ORD
1587,DFW,SEA
1599,BNA,DFW
1601,DFW,SNA
1607,IAD,DFW
1611,ORD,SEA
1621,BNA,DFW
1634,RDU,ORD
1643,BOS,DFW
1651,ORD,TUS
1664,PHX,DFW
1677,ORD,SNA
1708,SAN,DFW
1738,SJU,PHL
1747,BDL,DFW
1782,SAN,DFW
1815,DFW,SAN
1815,DFW,SAN
1827,BWI,DFW
1827,DFW,SMF
1850,SNA,SJC
1856,LAS,DFW
1863,FLL,DFW
1867,ATL,DFW
1876,TUS,DFW
1882,SMF,DFW
1888,SNA,DFW
1896,DEN,DFW
1912,DFW,SDF
1913,TPA,DFW
1945,MIA,DFW
1961,DFW,SAN
1961,IAD,DFW
1978,SLC,DFW
1980,TUS,DFW
1988,FLL,DFW
2034,BUR,DFW
2034,BUR,DFW
2034,BUR,DFW
2034,BUR,DFW
2036,SNA,DFW
2039,DFW,ABQ
2065,DFW,DEN
2166,DFW,JFK
2207,DFW,EGE
2208,EGE,DFW
2260,TUS,DFW
2282,MIA,JFK
2302,SEA,DFW
2325,ORD,DFW
2342,GUC,DFW
2363,ORD,HDN
2387,MIA,EGE
2412,LAX,DFW
2442,LAX,DFW
2455,ORD,PHX
2461,PHL,DFW
2511,MCI,DAL
483,RNO,SNA
486,KOA,SNA
75,SEA,JNU
401,BUR,SEA
67,SIT,JNU
66,YAK,JNU
15,BOS,SEA
291,LAX,SEA
351,SFO,SEA
65,PSG,JNU
64,ANC,JNU
66,YAK,JNU
70,ANC,JNU
203,SFO,SEA
62,ANC,JNU
497,SNA,SEA
637,RNO,SEA
532,SEA,PSP
547,SAN,SEA
66,CDV,YAK
62,SIT,KTN
428,SEA,SJC
476,SEA,OAK
396,SEA,OAK
70,ANC,JNU
69,SEA,KTN
433,SNA,OAK
413,SMF,SEA
385,OAK,PDX
521,DEN,PDX
433,OAK,PDX
437,DEN,SEA
470,OAK,SNA
151,OTZ,OME
715,PHX,SEA
203,SFO,SEA
67,SIT,JNU
592,SEA,SAN
677,LAS,SEA
217,LAX,SEA
66,YAK,JNU
422,SEA,SNA
23,ORD,SEA
70,ANC,JNU
279,LAX,SEA
66,CDV,YAK
67,SEA,KTN
62,JNU,SIT
146,FAI,ANC
146,ANC,SCC
470,OAK,SNA
64,PSG,WRG
139,ADK,AKN
401,BUR,SEA
515,BUR,SEA
60,JNU,KTN
515,BUR,SEA
141,ANC,FAI
401,BUR,SEA
60,JNU,KTN
362,PDX,SJC
388,SEA,SJC
365,BUR,SEA
634,SEA,RNO
604,SEA,RNO
453,LAX,PDX
73,SIT,JNU
515,BUR,SEA
62,JNU,SIT
606,PDX,LAS
331,SAN,SFO
401,BUR,SEA
66,JNU,SEA
605,LAS,PDX
143,FAI,BRW
61,JNU,YAK
60,JNU,KTN
215,JFK,LGB
1217,BOS,BUF
193,JFK,LAS
1080,CLT,JFK
740,PSE,JFK
358,BUR,JFK
1062,AUS,JFK
358,BUR,JFK
1084,CLT,JFK
301,IAD,FLL
25,JFK,FLL
375,LGA,FLL
481,BOS,LGB
154,MCO,JFK
840,PBI,JFK
24,TPA,JFK
477,BOS,OAK
471,BOS,SJC
477,BOS,OAK
471,BOS,SJC
217,JFK,LGB
173,JFK,SJC
171,JFK,SMF
489,BOS,LGB
354,BUR,JFK
352,BUR,JFK
354,BUR,JFK
358,BUR,JFK
505,EWR,FLL
851,JFK,RSW
853,JFK,RSW
465,BOS,RSW
1109,JFK,RDU
345,JFK,SRQ
610,JAX,JFK
1070,RIC,JFK
483,BOS,LAS
352,BUR,JFK
358,BUR,JFK
350,BUR,JFK
352,BUR,JFK
354,BUR,JFK
350,BUR,JFK
1073,JFK,RIC
700,SJU,JFK
1546,PDX,IAH
1789,DTW,IAH
521,ATL,IAH
740,IAH,ABQ
649,SFO,EWR
1474,ABQ,IAH
127,IAH,ABQ
833,LGA,IAH
259,DCA,IAH
1829,IAH,ABQ
549,SFO,EWR
1147,MDW,EWR
1703,LAX,EWR
447,ORD,IAH
554,IAH,PIT
1633,LGA,IAH
386,SNA,EWR
376,EWR,RSW
1833,LGA,IAH
1510,DEN,IAH
1827,SAN,EWR
233,LGA,IAH
1861,EWR,SLC
359,DCA,IAH
191,MIA,IAH
1717,EWR,SRQ
1507,TPA,IAH
252,DEN,IAH
1001,IND,IAH
1621,ATL,IAH
469,JAX,IAH
4,MSY,IAH
1655,SAT,IAH
417,MSP,IAH
741,IAH,AUS
669,CLE,PHX
627,BWI,IAH
317,IAH,ABQ
730,ELP,IAH
1575,HDN,IAH
1620,EWR,EGE
1065,IAH,PDX
486,SJC,IAH
416,SFO,IAH
1576,IAH,PHL
507,CLE,LAX
769,LAS,EWR
367,IAH,SEA
1620,EWR,EGE
1136,DFW,EWR
1459,IAH,SNA
486,SJC,IAH
333,LGA,IAH
317,IAH,ABQ
467,IAH,SEA
183,BOS,IAH
1605,EGE,IAH
1853,EWR,HDN
1530,OMA,IAH
78,SLC,JFK
457,BDL,ATL
1056,ATL,EWR
1299,ATL,ROC
1688,SLC,EWR
616,SEA,ATL
717,CVG,SEA
1126,ATL,LAX
378,RDU,SLC
1884,MCO,LAX
1263,ATL,TUS
984,ATL,EWR
295,DCA,ATL
1614,SLC,DCA
1792,TPA,BOS
1829,ATL,PHL
1869,BOS,TPA
476,ATL,PHL
548,ATL,BWI
780,DEN,ATL
1015,ATL,SRQ
1085,ATL,PDX
1199,ATL,PDX
1573,ATL,PHL
1861,FLL,JFK
841,ATL,GPT
1809,ATL,RSW
1827,TPA,ATL
750,ATL,ABQ
1895,FLL,LGA
1688,SLC,EWR
1860,SFO,CVG
178,OGG,ATL
1186,EGE,ATL
1734,HDN,ATL
1809,ATL,RSW
343,SLC,OGG
365,ATL,HNL
433,CVG,MIA
833,BOS,RSW
1179,BOS,FLL
1515,DCA,ATL
1821,BOS,PBI
1834,BOS,FLL
1843,BOS,RSW
1853,LGA,TPA
455,CVG,LAX
1571,MCO,CVG
520,ATL,SLC
763,ATL,DFW
1271,ATL,DFW
1554,SLC,IAH
1651,ATL,IAH
837,STL,MCO
2474,LAS,RNO
2860,LAS,SAN
76,MDW,FLL
102,OMA,MDW
566,RNO,SJC
2472,SAT,SAN
773,BWI,JAN
162,BWI,LAX
1744,HOU,OKC
1098,LAS,ONT
1531,LAS,ONT
259,MDW,LAX
1792,OAK,ONT
1528,PHX,LIT
733,PHX,ONT
2162,PVD,PHL
2472,SAT,SAN
2302,SJC,ONT
788,SMF,ONT
732,STL,LAX
1073,BHM,LAS
711,BWI,SAT
1698,LAS,BNA
1004,PHX,LAX
3230,ELP,PHX
247,STL,SLC
2044,ABQ,MCI
1746,AMA,DAL
158,BNA,MCI
